ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot05g03410	6.598593947	6.702860944	6.357289583	6.807861978	6.882421901	6.688411921	7.460027043	6.934324905	6.736628496	7.823901966	7.632770488	7.776494043	7.912033223	7.894195167	7.738246609	7.796329406	7.965158665	7.854849905	7.862839675	7.863637994	7.853756149	7.451729882	7.150405019	7.189033383	7.37224176216667	7.965158665	7.75983938114542e-07	7.75983938114542e-07	7.75983938114542e-07
Ot05g03110	7.72812509	7.81463392	7.694820845	7.564295557	7.385591363	7.297451547	7.399396352	7.270340519	7.398214939	6.836215111	6.76164917	6.835923498	6.725379966	6.406349518	6.505122145	7.020763322	6.868636391	6.873115497	7.72613611	7.860950243	7.898226982	7.895595495	7.893661536	7.920222261	7.31586739070833	7.920222261	9.03998298510265e-07	9.03998298510265e-07	9.03998298510265e-07
Ot05g02450	6.90038071	7.160617229	7.349813374	7.124899937	7.596134136	7.732605281	7.484927918	7.797420401	7.88095703	7.351222443	7.932076098	8.04611112	5.623757928	5.394866686	5.475875793	4.906218492	5.317860738	5.4228278825	6.06386947	6.163917544	6.348627343	6.404888011	6.844157744	6.851139835	6.7156322143125	8.04611112	7.43606266377808e-07	7.43606266377808e-07	7.43606266377808e-07
Ot05g02330	7.85757334	7.981200876	7.957573814	8.071188281	8.456413841	8.680380838	8.352568444	8.335929649	8.709180133	6.981045017	7.142438005	7.363407193	7.012454158	6.656122341	6.794996106	7.095092323	7.122782371	7.219521634	7.323908625	7.310147218	7.182600421	7.460080975	7.519991548	7.502842604	7.58705998979167	8.709180133	9.91589207272435e-07	9.91589207272435e-07	9.91589207272435e-07
Ot06g02100	8.032716149	8.386946138	8.578646032	7.878063446	8.571330706	8.767685141	7.200901157	7.301759715	7.718462236	6.92714899	7.704760032	7.795483034	6.861129201	6.171378124	6.374076952	6.644315528	5.995073227	6.421649164	6.786141132	6.437639757	6.088702733	7.462360566	7.592272664	7.633688475	7.30551376245833	8.767685141	7.33076829124869e-07	7.33076829124869e-07	7.33076829124869e-07
Ot06g02360	7.355731952	7.660363183	7.81047452	7.785353173	8.058903578	8.246311184	7.099855986	7.696815421	7.280529433	7.334713806	7.54237911	7.048556536	7.534432448	7.74850016	7.479348183	7.647064097	7.433563413	7.666760987	7.475249469	7.195861383	7.03810363	7.158614581	7.467000635	7.407953543	7.507185017125	8.246311184	0.366910542187303	0.366910542187303	0.366910542187303
Ot11g01130	6.782001381	6.026160028	6.161656748	6.243563068	5.265048534	5.227250494	8.325022703	7.192760425	7.069282805	8.469371094	7.883038205	7.839858413	8.225831995	7.768529711	7.961232441	7.849652257	7.413905544	7.505214643	7.54873514	7.592021817	7.808800776	7.369345077	6.942208792	7.006642839	7.22821395541667	8.469371094	7.0884952938834e-07	7.0884952938834e-07	7.0884952938834e-07
Ot06g03040	7.331662708	7.044328851	7.096954365	6.321004599	6.062743833	6.114589319	7.334517192	6.382099297	6.483388976	7.584484404	7.868747289	7.959455282	7.727779297	7.475793536	7.481665108	8.015436723	7.678638742	7.71892234	8.12977389	8.017866607	8.051544329	7.963454123	7.716257511	7.714220794	7.38647204645833	8.12977389	2.69640721056104e-05	2.69640721056104e-05	2.69640721056104e-05
Ot06g02140	7.679585401	7.23585188	7.371107619	7.24971315	6.73917876	6.800493097	5.720497641	5.217320182	5.192519327	7.765521431	7.319450493	7.537904599	7.919366938	7.853523106	7.937935931	7.796008524	7.660398875	7.864184398	7.843522278	7.900142564	7.866692696	7.798040448	7.748282356	7.940615655	7.33157738954167	7.940615655	6.92451857760333e-07	6.92451857760333e-07	6.92451857760333e-07
Ot06g02390	8.063603843	8.678716879	8.72551131	7.934199136	9.036644739	9.067766331	7.728217257	8.540242213	9.041127941	5.4733968	5.893262168	5.586159213	5.77001573	5.406955327	5.968564745	5.570816363	5.429210134	5.934254455	5.809478168	5.62863646	4.841015945	6.96804186	8.020909465	7.775516123	6.95384427520833	9.067766331	0.000720013502829968	0.000720013502829968	0.000720013502829968
Ot06g02870	7.008994181	7.500822608	7.372937735	7.408494821	7.376319763	7.681358491	7.322879857	7.18894679	7.117070632	7.309603733	7.111684454	7.465830755	7.548339301	7.39031562	7.554039016	7.333526848	7.327804724	7.520411482	7.061057672	7.247623976	7.517874378	6.969866916	7.155187904	7.173895513	7.31937029875	7.681358491	0.405237910302477	0.405237910302477	0.405237910302477
Ot06g03090	6.843756418	6.820984584	6.789680849	7.451928313	7.431893251	7.316330874	8.020057716	8.2642464	8.576330024	7.281309045	8.012639329	8.301569807	7.355824786	7.777118669	7.65481	7.257607162	7.594114328	7.415455399	7.396147767	7.765979412	7.731419774	7.337190212	6.997854979	6.993905637	7.51617311395833	8.576330024	0.00818111061298912	0.00818111061298912	0.00818111061298912
Ot06g02170	5.537848564	4.350435738	4.032452573	4.508733034	3.989195036	3.542025595	4.929278836	3.84063614	3.674770048	7.822858128	7.990629986	8.010623914	8.234820076	8.441557359	8.524439211	8.360951818	8.474474179	8.281752332	8.182598746	8.051229006	8.122839169	7.486058364	6.553973334	6.651117778	6.56647079016667	8.524439211	0.000955993679734102	0.000955993679734102	0.000955993679734102
Ot06g02400	7.676090822	7.541970416	7.478266322	7.833481251	7.72874153	7.860429047	6.692661161	6.76153852	7.211250273	6.667843699	6.794130538	7.343348624	6.467568696	6.416832626	6.535371278	6.972043599	6.640028443	6.908861769	7.317311423	7.228612994	7.239287017	7.605513799	7.502251698	7.425954225	7.16039124041667	7.860429047	0.000622118393008836	0.000622118393008836	0.000622118393008836
Ot06g02760	7.819851686	7.801971576	7.905235218	8.227041199	7.818240557	8.231351696	8.532198003	8.545991394	7.88333632	7.765824631	7.734172762	7.192022635	7.833214562	7.737826099	7.822873435	7.998747839	7.682092574	7.6571221	7.566675372	7.709638413	7.364701017	7.902636924	7.530974417	7.28774918	7.814645400375	8.545991394	0.00272262379852989	0.00272262379852989	0.00272262379852989
Ot06g03110	7.813543876	7.757610178	7.709661728	7.473761746	7.743551479	7.645595924	7.263499277	NA	7.5023527545	6.71903076	6.643760416	6.712457005	5.811096985	5.371712486	5.394741123	5.92722155	4.905668359	5.127947811	6.186296235	5.7977373	5.920877389	7.415139028	7.191893746	7.190860882	6.66200078423913	7.813543876	0.00154206480407435	0.00154206480407435	0.00154206480407435
Ot06g02190	7.542566117	7.587668868	7.601381682	6.455511402	6.666265191	7.064100807	6.706234	6.616499415	6.96556316	7.768146587	7.850689621	7.932947584	7.856344574	7.968885085	7.985450523	7.722557825	7.941757606	8.145233601	7.917161292	7.526702011	7.496966488	7.838982588	7.7556214	7.777281917	7.52877163933333	8.145233601	0.00501546077511852	0.00501546077511852	0.00501546077511852
Ot06g02420	7.825929617	8.255388341	8.292169694	8.041720609	8.232661281	8.320999714	7.774628788	7.878936862	8.097706911	4.096991935	5.880457301	5.936923335	3.530449847	2.845225524	3.283849014	3.888024699	3.593447916	3.926351794	6.534800228	6.498911046	6.453009379	7.693121705	7.662981753	7.592816028	6.339062638375	8.320999714	0.00418101283462347	0.00418101283462347	0.00418101283462347
Ot06g02790	7.658223528	8.172652487	8.102433699	7.655962181	8.216606632	7.967171722	8.373176955	8.497952237	8.82348375	6.897399839	7.452195427	7.397695703	5.658856807	5.195430636	5.480458326	5.93488401	5.354613334	5.544208236	6.168992514	5.762589651	5.391104928	6.800318021	7.351649102	7.197599071	6.96065244983333	8.82348375	7.44077201958967e-07	7.44077201958967e-07	7.44077201958967e-07
Ot06g03160	8.185819872	7.561767081	7.596203353	8.308284788	7.340642605	7.161602545	7.362766152	7.06898674	7.161892566	7.241531149	7.28028216	7.082201951	7.10491686	7.184439446	7.153262131	7.475568184	7.175494822	7.082492495	7.489139427	7.284884243	7.173708065	7.760691001	7.53189231	7.403210995	7.38215337254167	8.308284788	7.79456594392726e-05	7.79456594392726e-05	7.79456594392726e-05
Ot04g02350	7.59816716	6.002810218	6.022696093	5.847579719	3.3467607595	3.099822458	3.406144308	3.082998677	3.479949359	7.067992104	5.440991559	5.211838398	8.19664501	8.302922982	8.135236709	8.905964869	8.560679545	8.124707462	8.940362187	8.711066981	8.8109897175	8.760227433	8.438175085	8.362252492	6.744040886875	8.940362187	0.0044065125133339	0.00062007763914079	0.00062007763914079
Ot04g02840	7.971935956	8.49601591	8.241162375	8.264807684	9.002321744	8.642873539	7.98007261	8.801202967	9.016905541	7.015500912	7.499259881	7.162719236	6.717034726	6.896636453	7.196293674	6.881302976	7.161994553	7.260968045	7.445814669	7.723954786	7.611334712	7.500517819	8.058121559	8.092908015	7.77673584758333	9.016905541	0.00293593473333628	0.00293593473333628	0.00293593473333628
Ot04g01820	4.969003224	5.105998428	3.998219575	4.90152179	5.10341879	4.329651735	7.190149602	5.793871283	5.786416901	8.415410267	8.275872448	8.385870507	8.22806525	8.407761747	8.434745921	7.738617427	8.233767634	8.212455509	7.812284612	8.170313427	8.418189535	6.799530225	6.606456295	6.782342822	6.92083062308333	8.434745921	7.07153088779452e-07	7.07153088779452e-07	7.07153088779452e-07
Ot04g02120	5.340092558	5.69767913	4.871963294	4.792585487	5.084036082	4.050132719	4.467501881	4.942908952	4.847173358	7.734896049	7.668156065	7.802018068	8.010733682	8.391901144	8.361977309	8.552108054	8.701280768	8.666414547	8.143267006	7.905133381	8.108918927	6.938626241	6.882990043	6.82584983	6.782847690625	8.701280768	8.67477677811219e-07	8.67477677811219e-07	8.67477677811219e-07
Ot04g02410	7.61673503	7.810714274	7.864363646	7.789502539	7.566415337	7.445329062	6.213573154	6.364317195	6.344986893	7.066581202	7.191188204	7.089053966	7.470826225	7.597386802	7.590962847	7.385233018	7.69549893	7.336278142	8.368430477	8.334573935	8.290363378	7.974272845	8.130148343	8.025945939	7.523445057625	8.368430477	0.00333190915942683	0.00333190915942683	0.00333190915942683
Ot04g02900	6.20104022	5.795093847	5.836548952	7.248352185	7.363493023	7.244962968	7.393516507	7.386541573	7.294361206	7.687136167	NA	NA	7.078913219	6.891087079	6.943488664	4.435219397	4.291237575	5.056898376	2.752820781	2.126318479	1.948440099	4.826867848	4.244768198	4.344333391	5.65415635245455	7.687136167	8.62458004798402e-07	8.62458004798402e-07	8.62458004798402e-07
Ot05g03540	8.002969617	7.988704177	7.503524298	8.247035165	8.443246692	8.450265674	7.425935931	7.921864952	8.285294473	7.416816042	7.622376242	8.009866828	7.435740083	7.716569426	7.589285777	7.563642726	7.736458821	7.565032349	7.408068893	7.577032667	7.353747383	7.727258354	7.639612677	7.35588603	7.749426469875	8.450265674	0.00297911334047849	0.00297911334047849	0.00297911334047849
Ot05g03230	7.558504705	7.639456249	7.269815247	7.914366098	7.6307171	7.955158097	6.790530534	7.54313115	8.006437913	7.140152497	7.673913622	7.829967763	7.808695816	7.747769106	7.783113655	7.578964219	7.858996208	7.595743772	7.451374805	7.743459815	7.646253965	7.260550398	7.615918857	7.491521736	7.60560472195833	8.006437913	0.149903055469903	0.149903055469903	0.149903055469903
Ot05g02940	7.458667295	7.730221378	7.654959746	8.132273312	8.177261564	8.03279283	8.130617802	8.104059785	8.514708633	7.695074062	7.797392415	7.822911586	7.68501755	7.751862502	7.706711017	7.764720698	7.785588542	7.717322025	7.614775666	7.693278242	7.615548734	7.408455585	7.64389017	7.446193159	7.79517934575	8.514708633	1.12896845025182e-06	1.12896845025182e-06	1.12896845025182e-06
Ot05g02750	8.070405742	8.358009086	8.470112191	8.360641111	8.606666894	8.58551319	8.127488091	8.207898085	8.345389163	7.77744436	7.52838071	7.15132364	7.480630951	7.608557297	7.404772322	7.387368537	7.350090451	7.355089711	7.242072548	7.233688851	6.887092805	7.701697654	7.97011618	7.955171879	7.798567560375	8.606666894	1.05452751592484e-06	1.05452751592484e-06	1.05452751592484e-06
Ot05g03500	6.208193878	6.225966456	5.629265555	6.224151534	5.838416318	5.689091161	6.000383333	5.813929309	6.50674585	6.065540424	6.264741093	6.221009073	7.922102696	8.170392864	8.244290903	8.355933821	8.795061843	8.998255697	7.944348899	7.988753418	8.283904342	7.015720192	6.881328321	7.033419412	7.01337276633333	8.998255697	0.00189272453071299	0.00189272453071299	0.00189272453071299
Ot05g03200	7.647176556	7.925550466	8.051683572	7.472399429	7.564689034	7.6403693	8.11050983	8.341369226	8.56482995	5.474884886	7.37472755	7.412012695	4.431169097	3.761798633	3.956075391	4.641877142	4.285704594	4.387478835	6.413032014	6.37210575	6.235139065	7.201550965	7.632230011	7.692128573	6.60793719016667	8.56482995	6.41147994349292e-07	6.41147994349292e-07	6.41147994349292e-07
Ot05g02910	6.759118377	6.63052019	6.700237116	6.467391732	5.899503387	5.862990497	7.77455633	7.728502589	7.905147629	7.685625083	7.610095122	7.58573949	7.663342496	7.512125989	7.639697559	7.626313595	7.548377247	7.474308239	7.548975962	7.338691946	7.44198916	7.134012917	7.052701507	7.092440291	7.23676685208333	7.905147629	0.0107950650550447	0.0107950650550447	0.0107950650550447
Ot05g03480	7.301834079	6.854600096	6.903613131	7.483514304	6.981559943	6.940339605	7.697726699	7.037778361	7.279684161	8.080437766	7.85824537	7.793752641	7.957861003	7.81913187	7.879265963	7.644298188	7.462088791	7.452387015	7.142868589	7.168734762	7.008486197	7.286553545	7.088888072	7.110198591	7.38474369758333	8.080437766	8.78867705226921e-07	8.78867705226921e-07	8.78867705226921e-07
Ot05g03180	8.015172083	8.018805274	7.986359053	8.465590177	8.63758049	8.637780923	8.152511218	8.487912668	8.679272825	7.613985858	7.763175728	7.532084775	7.679246321	7.625263339	7.979754951	7.38995975	7.490597451	7.780206255	7.067006156	7.489824518	7.285876059	7.372928986	7.672946254	7.530204401	7.84808522970833	8.679272825	7.18806111349581e-07	7.18806111349581e-07	7.18806111349581e-07
Ot05g02500	7.065705572	7.343558439	6.971099083	6.894648985	6.393162897	6.36809253	6.684966979	6.631503094	5.917482338	7.481765974	7.525827682	7.616988933	7.847644673	7.715817858	7.696289937	7.965907979	8.016711301	8.138347846	7.591655906	7.940572812	8.135733784	7.395300743	7.66217859	7.733093873	7.36391907533333	8.138347846	0.0030797660831619	5.41213560970259e-08	5.41213560970259e-08
Ot05g02710	6.419037955	5.615990782	5.631283075	6.671002727	5.722548407	5.865874168	7.508419828	7.4637027	NA	7.677664239	7.918172134	NA	7.562257893	7.440695534	7.280419726	7.179878227	7.082347816	7.157522229	6.735459544	6.644777203	7.065229103	6.011754024	5.620776238	5.662843753	6.72443896840909	7.918172134	0.003108462720723	0.003108462720723	0.003108462720723
Ot05g03460	7.369689357	7.668326443	7.552056752	7.048298831	7.283410375	7.372736519	7.781893299	8.326248594	8.382122183	6.72713612	7.387373739	7.417127543	5.990790322	5.930885957	5.806746819	6.453003608	6.264250651	6.296073836	6.642676332	6.93714436	6.842479191	7.314137489	7.606165581	7.613381596	7.08392314570833	8.382122183	1.11488869882597e-06	1.11488869882597e-06	1.11488869882597e-06
Ot05g03160	8.296413215	8.337134608	8.048909101	7.134882608	7.358363509	7.137907865	5.718897336	6.487451945	6.698914039	5.45837268	5.673629156	5.334067737	6.12961404	6.357292931	6.333402182	7.968692265	8.064519282	7.767812511	8.222927439	8.487490887	8.493704441	8.281201418	8.59835455	8.570596867	7.2900230255	8.59835455	8.91769987007581e-07	8.91769987007581e-07	8.91769987007581e-07
Ot05g02490	7.250151294	6.842360285	7.006360458	6.684379169	6.392227425	6.266614993	6.210772681	5.920920231	5.733614847	7.824399603	7.911095836	7.779296913	7.556219877	7.685870116	7.653308695	8.036659743	8.161134127	7.943611985	7.911061591	8.228930596	8.10514445	7.826352596	7.733852917	7.683993085	7.34784722970833	8.228930596	9.58608503029402e-07	9.58608503029402e-07	9.58608503029402e-07
Ot05g02700	8.225997357	8.159568743	8.256057308	8.244264235	8.184707138	8.249624913	7.428837098	7.632240063	7.731702733	6.844027658	6.944894141	7.155352039	5.833754652	5.502738781	5.762045083	6.282499904	6.165249775	6.329105079	7.32694164	7.096095975	7.007682764	7.773297878	7.97378856	7.959358912	7.25290968454167	8.256057308	6.43590988664483e-07	6.43590988664483e-07	6.43590988664483e-07
Ot05g03440	7.744102707	7.606918729	7.70259013	8.765014355	8.927591849	9.024845923	8.092742333	8.461185535	8.475517678	7.552348149	8.085522905	8.228904632	6.97335742	6.899457968	7.004628415	6.73831866	6.644625506	7.066221631	6.358960949	5.913380187	5.216228266	6.385614384	6.230606222	5.812616344	7.32963753654167	9.024845923	7.434654956387e-07	7.434654956387e-07	7.434654956387e-07
Ot03g02540	7.618380022	7.486229482	7.498392091	7.535182463	7.354841602	7.335008015	6.819418013	6.917058432	6.909715046	6.582366087	7.066554313	7.129214729	6.492893123	6.615514691	6.510600136	6.84822234	7.215166084	7.157232718	7.999407466	8.135507649	8.356166121	7.986218182	7.857073973	7.878000117	7.30434845395833	8.356166121	8.69618488445051e-07	8.69618488445051e-07	8.69618488445051e-07
Ot03g02050	7.288744285	7.163579921	7.119484659	7.39832575	7.498754278	7.529935458	7.730680182	7.7191789	7.924632903	7.539957157	7.752393092	7.795150669	7.31693609	7.443406798	7.42945453	7.252977588	7.382058318	7.433118183	7.337606103	7.391097132	7.457022353	7.309744249	7.190438358	7.163093822	7.44032378241667	7.924632903	7.35672056662163e-07	7.35672056662163e-07	7.35672056662163e-07
Ot03g02280	7.234766841	6.8353582525	6.460326513	7.419277896	7.347036717	7.115461711	9.034439482	7.841633212	7.887750017	8.130466003	7.022773885	6.855700985	7.636283986	7.074482315	6.908827691	7.465022075	8.254218553	7.726830379	7.756252709	7.611210507	7.631201904	7.424412779	6.903460049	6.783612306	7.43170028197917	9.034439482	0.336253614543619	0.336253614543619	0.336253614543619
Ot03g02570	7.986815252	7.863381187	7.909432837	7.961809481	7.710722513	7.673356561	7.097843098	7.017875153	7.06537409	7.384776312	7.179023649	7.035838303	7.335509693	7.036706255	7.229150747	7.192794664	6.936694091	6.871502481	7.667622532	7.761315244	7.86070234	7.896565882	7.971633896	7.918193076	7.481859972375	7.986815252	0.00668613656276439	0.00668613656276439	0.00668613656276439
Ot04g01720	7.52048125	7.534475035	7.732746835	7.787295753	7.77537569	7.769208417	7.547134146	7.584337792	7.73805691	7.28847301	7.806343104	8.00813288	6.067171799	5.925782423	5.93465493	6.063715026	5.974789817	6.159096741	6.567040784	6.583819208	6.739897992	6.953182467	7.206188922	7.283010911	7.06460049341667	8.00813288	7.51661744731237e-07	7.51661744731237e-07	7.51661744731237e-07
Ot04g02000	7.042163872	6.689144018	6.568929793	6.352576331	6.474082735	6.471986317	8.041309743	7.326162523	7.138676366	7.373107854	7.431883877	7.571356546	7.406132145	7.736373658	7.2412515	7.447377929	7.74303901	7.381092381	7.889917696	8.404051109	8.365368997	7.607963779	7.797834737	7.8185874	7.38834876316667	8.404051109	0.00264906642531065	0.00264906642531065	0.00264906642531065
