AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
253759_at	285.1	403.7	631.5	481	264.6	341.2	261.8	336	382.5	501.5	380	277.1	221.9	300.9	383.2	337.5	214.5	200	344.666666666667	631.5	8.4300049148928	0.0105470249621018
253760_at	1.8	2.3	1.8	2.3	2.2	1.1	1.3	1.8	0.9	2.2	1.3	5.6	9	4.7	7.2	1.7	8.9	3.6	3.31666666666667	9	5.8024461074673	0.820315491728644
253761_at	34.7	32.7	41	33.3	50.9	44.7	34.8	29.7	26.7	35.5	32.4	27	48.1	36.4	42.7	34	48.3	49.4	37.9055555555556	50.9	15.253233091952	0.266524126131715
253762_at	64.8	47	50.9	51.3	61.7	75.6	61.4	52.8	47.3	64	63.5	62.8	80.6	50.9	42.1	61.7	68	57.9	59.1277777777778	80.6	20.2396081600933	0.00515471506700444
253763_at	0.8	0.9	1.5	0.9	0.7	1.3	0.6	1.1	0.7	0.5	0.8	0.7	1.6	0.9	4.6	1.4	1.3	2.1	1.24444444444444	4.6	15.3759949111892	0.82778359474844
253764_s_at	48	48	34.1	18.4	25.6	42.9	54.1	37.5	29	34.8	34.6	35.2	31.7	25	22.3	15.6	17	16.2	31.6666666666667	54.1	1.2951123864172	0.0570102137230545
253765_at	200.5	222.4	224.5	367.4	378.1	283	225.4	288.8	305.2	208.1	209.7	363.5	230.9	226.7	205.3	314.9	327.8	292.3	270.805555555556	378.1	17.3317036215217	0.100917467890359
253766_at	291.2	268.2	314.3	253.8	326.2	294.7	291	264.2	253.3	278.8	249.5	267.7	208.9	177.2	209.6	218.4	212	192.2	253.955555555556	326.2	12.7454039576381	0.903375261129574
253767_at	8.6	12.8	15.3	11.5	12.7	12.8	10.9	16.6	11.7	13.8	13.5	10.3	9.2	17.2	23.2	18.7	14.2	3.8	13.1555555555556	23.2	7.4146313768694	0.00703935490891712
253768_at	6.8	5.2	5.3	10	6.1	10.6	6.2	11.6	13.5	6.5	11.8	22.6	3.9	6.8	13.4	14.7	10.3	17.4	10.15	22.6	15.7605195069485	0.511621323312748
253769_at	2.9	9.8	16.2	14.2	3.3	4.4	3.8	1.4	2.1	4.8	7.1	1.2	4	5.7	5.6	5.6	3.4	7.1	5.7	16.2	17.9999460159307	0.381326046329184
253770_at	65.9	59.3	59.7	66.5	57.1	65.5	81.1	75.3	91.3	98.2	46.6	83.6	56.9	47.8	75	83.2	77.5	78.3	70.4888888888889	98.2	6.8559980621984	0.676575826648903
253771_at	8.5	19.6	18.1	16.3	17.6	17.2	14.9	13.6	9.8	11	7.9	7.7	17.8	7.8	21.3	22.1	12	11.6	14.1555555555556	22.1	14.3549365866763	0.520167368515559
253772_at	2.1	3.2	3.7	2	3	2.7	1.4	1.4	1.2	1.4	1.2	6.9	3.8	3.9	3.4	1.9	7.3	3.7	3.01111111111111	7.3	17.0283571155417	0.62231928351035
253773_s_at	172.5	226.5	256.6	283.1	254.7	208.2	189.1	242.1	286.7	266	250.3	219.5	139.7	213.8	217.1	237.8	170.7	149	221.3	286.7	16.7790580942523	0.00573402333821148
253774_at	17.2	18.1	23	11.3	12.6	18.4	18.7	18.3	14.8	13.4	17.7	16.1	33.7	24.4	38.8	27.9	11.7	28.9	20.2777777777778	38.8	6.4098043225951	0.371488554025717
253775_at	240.1	274.2	234.8	267	245.1	227.8	331.8	273.6	299.7	291.7	328.9	279.6	396.8	292.4	280	371.7	260.4	280.2	287.544444444444	396.8	0.0591805774361021	0.929465283032822
253776_at	39.4	65.9	33	25.9	35.4	42.2	45.6	43.7	25.9	33.9	60.9	29.8	53.4	48	33.6	25.8	49.8	34.7	40.3833333333333	65.9	21.3451733034508	0.181584418488234
253777_at	55.6	97.4	102	102	70	51.1	62	61.3	102.2	102.4	104.8	49.2	77.2	116.2	103.5	96.3	77.8	54.6	82.5333333333333	116.2	3.9849228623244	0.00955095695530759
253778_at	104.9	120.9	108.9	180.3	112.4	83.2	80.5	152.6	186.3	136.6	134.7	158.3	98.5	135.9	118.2	180.3	97.3	83.7	126.305555555556	186.3	13.2224887182215	0.022512749469875
253779_at	32.9	33.9	45.5	66.8	51.3	43.9	35.4	46	58.1	36.5	32.4	30.6	29	30	35.3	37	52.8	44.5	41.2166666666667	66.8	16.9846439099028	0.155699205347963
253780_at	124.2	108.3	91.9	81.8	109.3	114.6	114.7	131.3	84.5	90.8	101	121.8	99.9	125	88.7	102.1	136.5	113.2	107.755555555556	136.5	1.0805978299872	0.0451143362590544
253781_at	0.9	1.6	5.2	5.2	0.6	0.5	1.4	0.4	1.8	1.6	0.8	0.5	0.6	4.6	1.6	1.3	2	8.1	2.15	8.1	21.9999460159307	0.361989117662883
253782_at	24.9	29.4	47.1	54.2	39.8	35.6	32.8	48.1	49.9	44.6	32.6	32.1	30.3	29.9	45.3	53.1	38.4	36.7	39.1555555555556	54.2	17.5855170646743	0.0110673175759529
253783_at	59.2	57.6	62.3	52.3	50.5	66.8	56.6	56.8	47.8	52.1	62.2	49.8	93.5	64.3	90.1	81.9	98.3	77.3	65.5222222222222	98.3	21.6558325750482	0.876122756775858
253784_at	91.7	93.3	65.8	53.3	53.4	82.2	67.5	89.2	60.6	70.7	78.4	83.8	90.9	93.2	86.5	66.6	70.8	89	77.05	93.3	0.253993764228497	0.00849453792690241
253785_s_at	21.2	15	22.2	15.2	18.5	20.8	17.7	19.7	18.9	19.9	25.9	20.4	20.5	11.8	14.7	17.5	16.8	16.9	18.5333333333333	25.9	15.9167844851781	0.438202720464336
253786_at	9.4	12.8	14.4	12.7	8.9	5.9	8	13.8	9.3	10.2	11.9	13.2	0.9	18.1	21.1	14	18.8	24.6	12.6666666666667	24.6	17.9999460159307	0.503588389637933
253787_at	0.4	0.6	0.5	0.4	0.5	0.6	0.8	0.6	0.4	0.4	0.3	0.8	0.7	0.8	1	2.2	0.7	1.2	0.716666666666667	2.2	22.8980888202595	0.229178339193222
253788_at	25.4	44	40.2	28.6	17.4	27.7	33.9	30.4	18.3	28	44.6	24.9	27.2	44.6	26.9	31.2	33.1	26.1	30.6944444444444	44.6	3.9083925094277	0.434534372047246
253789_at	49.2	78	73.2	59	59.9	54.1	37.8	44.9	56	58.7	62.8	42.8	40.7	58.9	43.6	45.7	44.3	59.5	53.8388888888889	78	14.6691962666625	0.482939762267204
253790_at	756.7	856.8	769.1	966.6	908.4	804.6	885.3	832	1021.3	889.5	955.7	1036	855	879.7	765.8	903.1	747.7	695.6	862.716666666667	1036	16.6028368836148	0.652629619030472
253791_at	44	35.2	43.3	41.3	50.8	47.2	42	46.6	39.7	43.8	35.3	30.7	34	33	41.3	45.1	36	41.9	40.6222222222222	50.8	21.9486540164184	0.697421321216652
253792_at	1.5	3	2.9	2.1	1.2	3.3	3.2	1.9	2	2.5	3.6	1.2	1.8	1.7	1.7	1.7	1.6	1.2	2.11666666666667	3.6	6.2569838640899	0.443619923550925
253793_at	28	28.8	17.4	15.1	19.3	15.8	25.4	25.2	19.9	30.7	22.1	27.8	24.1	28.6	24.3	35.3	27.5	34.7	25	35.3	21.9999460159307	0.72137316029509
253794_at	9	9.8	3.1	7	4.7	8.1	8	14.4	5.8	6.4	2.3	5.5	4.6	11.3	2.5	9.9	6.8	2.3	6.75	14.4	24.3309950265014	0.30696584825328
253795_at	0.8	1.6	3.6	1.2	4.1	1.9	1.4	1.5	0.8	1.3	1.1	0.5	5.1	6.5	2.1	11.6	5.5	7.5	3.22777777777778	11.6	18.9019303815351	0.851536213682369
253796_at	9.5	3.3	16.1	5.6	7.5	2.9	8.2	7.9	6.6	14	6.2	1.7	9.3	20	3.8	11.6	1.7	8.5	8.02222222222222	20	4.413355739111	0.307655266748418
253797_at	56.3	77	77.5	83.7	85.2	73.5	69	108.2	93.1	97.4	87.5	98.1	80.9	102.4	94.8	105.7	96.6	79.2	87.0055555555556	108.2	5.0613563854633	0.187487248708161
253798_at	5.5	6.3	6.3	3.7	5.3	5.3	14.3	15.5	10.3	14.8	17	16.2	8.5	6.2	7.4	2.5	6.3	14.1	9.19444444444444	17	11.9607155564854	0.593555432221823
253799_at	5.3	14.6	20.9	11.2	13.6	9.1	13.5	7.1	10.2	8.3	8.1	12.2	27.7	24.5	36.4	24	19.6	10.7	15.3888888888889	36.4	8.769639760729	0.467300048992
253800_at	27.6	30.1	24.9	32.3	23.8	30.8	15.7	26.2	24.6	18.8	23	18.6	31.9	34.9	36	39.8	40.8	10.6	27.2444444444444	40.8	5.9379261161734	0.411512675054125
253801_at	9.7	21.3	17.7	10.8	17.4	21.4	11.5	14.1	9.7	11.3	20.7	5.8	12.6	18.3	17	10.3	16.7	19.2	14.75	21.4	11.9225372649991	0.878163701827931
253802_at	20.1	12.3	10.5	3.7	10.8	10.2	19.5	19.2	5.8	21.1	12.4	16.5	33	30.2	24.4	21.9	21.6	37.8	18.3888888888889	37.8	20.7761172131545	0.350871319510211
253803_at	85.7	150.3	163.3	148.7	118	96	115	135.5	156.3	176.5	199.7	103.9	141.2	221.7	195.8	126.9	144.4	126.5	144.744444444444	221.7	3.5726520586229	0.0568631008097709
253804_at	6	15	21.8	18	17.3	9.9	14.6	25.1	24.2	28.1	20.7	18.6	16.9	14.8	38.2	33.9	13.5	21.2	19.8777777777778	38.2	11.4515524626619	0.00947077068080001
253805_at	305.5	159	114	160.4	239.9	239.9	313.3	243	171.9	159.8	174.8	283	305.9	202.5	190.1	143.4	305.5	341.7	225.2	341.7	0.131688011817502	0.00704228677800456
253806_at	239.5	80.9	66.5	259.2	220.5	210.6	185.3	178.2	222.9	63.1	72.9	184.7	220.4	71.1	97.8	262.1	262.6	235.4	174.094444444444	262.6	22.5716833613283	0.243836446699335
253807_at	1.4	10.4	10.4	10.3	7.5	1.5	2.4	1.6	1.3	4.6	1.2	1.5	4.6	8.9	1.4	7.1	13.9	6.2	5.34444444444444	13.9	17.9999460159307	0.532259810084368
253808_at	160.2	92.2	81.8	88.9	66.8	74.5	158.1	79.1	106.1	74.6	90.6	123.7	103.4	62.2	43.4	43.9	52.9	59.3	86.7611111111111	160.2	11.1172137056428	0.0716043077482394
253809_at	11.8	26	24.8	24.3	17.9	3.4	8.6	15.3	28.5	35.1	15.4	21.2	34.1	18.7	39.2	15.1	23.4	29.2	21.7777777777778	39.2	22.3337833001262	0.272427880733843
253810_at	83.7	79.4	80.1	94.9	114.2	95.7	90.6	110.1	109.3	72.7	81.6	139.5	125	102.1	101.7	134	120.5	104.3	102.188888888889	139.5	8.1126636349631	0.67546965690128
253811_at	106.8	54.6	46.3	35.5	85.3	68.5	87.1	75.3	40.8	42.9	59.7	67	92.6	44.5	52.6	53.8	116.5	77	67.0444444444444	116.5	0.7144001675466	0.0258915493606746
253812_at	460.5	353.2	262.1	217	321	310.5	341.8	251.9	156.1	247.4	266.2	305.5	418	393.3	263.8	264.9	383.5	463.3	315.555555555556	463.3	21.5286881900913	0.00940033682532951
253813_at	18.8	26.4	21.9	21.7	26.2	29.2	21.9	33.2	25.6	24.8	28.7	26.4	27	46.9	28.4	26.1	37	31.1	27.85	46.9	14.2794670349858	0.648891780714576
253814_at	163.1	78.7	36.6	60.9	58.1	99.5	196.5	34.9	44.6	17.1	72.5	44.1	140.5	63.3	33.9	50.1	49.4	69	72.9333333333333	196.5	23.3963324600425	1.09811791701399e-06
253815_at	122.4	206.9	132.8	150	85.1	125.5	122.4	96.4	146.3	106.5	177	111.3	82	187.2	113.9	151.1	80.2	103.2	127.788888888889	206.9	24.5495504042882	0.278387714969498
253816_at	175.6	210.4	262	238.1	225.2	189.3	202.4	208.3	250.4	237.1	179.6	203.3	167.8	168.2	208.7	210.1	201.8	209.7	208.222222222222	262	16.2911279477852	0.0205135998354505
253817_at	52.2	111.7	186.3	171.2	113.2	84.9	78.7	112.7	173.7	190.3	134.7	99.2	103.9	133.5	135.4	159.7	121.7	84	124.833333333333	190.3	11.4370269045845	7.01010093267787e-07
253818_at	21.4	24	22	26.7	31.9	28.1	19.5	17.8	15.7	17.1	16.6	13.9	6.2	8.5	15	37.9	15.3	13.8	19.5222222222222	37.9	12.8634325074277	0.34294989354897
253819_at	1.3	2	1	1.6	1.1	2	1.3	2.3	0.7	0.9	2.2	0.8	1.1	2.5	2.7	1.2	1.9	2	1.58888888888889	2.7	22.687362880495	0.802381311774614
253820_at	37.1	37.4	28.7	37.6	34.3	38.5	35.6	40.7	42.1	38.3	40.4	31.1	36.8	23.3	46.6	35.7	46.2	44.8	37.5111111111111	46.6	8.3601832023441	0.783632112545329
253821_at	0.5	0.7	0.8	0.5	0.7	0.8	0.8	0.6	0.5	0.5	0.8	0.4	1	1.4	1.2	1.2	1.3	1.2	0.827777777777778	1.4	17.9999460159307	0.934085341645329
253822_at	0.6	1.2	1	0.6	0.6	0.7	0.9	0.9	0.3	0.7	0.9	0.7	1.1	1.1	0.8	0.7	0.8	0.8	0.8	1.2	5.3570936215916	0.0898380582992707
253823_at	406.5	322.5	340.7	399.9	366.3	406.5	354.8	320.2	329.9	302.8	296.4	384.4	314.7	254.2	229.8	277.8	258.6	278.7	324.705555555556	406.5	10.270233099817	0.427650161315833
253824_at	54.4	49.2	30.7	32.6	30.9	53.6	69.2	31.5	41.5	28	58.5	38.4	110	69.2	24.8	30.7	54.5	55.5	47.9555555555556	110	20.7559998298896	0.0140040467479167
253825_at	526.9	547.4	459.3	463.7	513	549.1	512.6	475	417.6	409.5	547.1	542.1	693.3	532.5	403.6	447.4	538.2	524.2	505.694444444444	693.3	20.7159836645599	0.0294080547928606
253826_s_at	2432.8	2350	2314.2	2361.3	2418.1	2598	2578.8	2393.2	2228.1	2224.7	2487.1	2366.7	4306	3250.1	3586	3143.6	3966.3	4051	2836.44444444444	4306	19.7719483786005	0.725018435405846
253827_at	19.1	5.2	6.2	3.1	17.4	18.8	16	10.6	0.5	0.6	0.7	6.7	6.1	0.9	1.6	1.2	15	7	7.59444444444444	19.1	22.392731158931	0.0601710822386165
253828_at	30.6	26.7	35.2	20.2	39.7	33.8	17.8	33	26.9	28.6	21.4	25.6	23.5	30.3	31.2	20.1	46.3	42.7	29.6444444444444	46.3	11.0188487757662	0.789859723478961
253829_at	19.4	19.5	20	24.2	19.5	20.7	12.2	26.9	22.1	18.4	4.4	18.9	37.8	43.2	29.9	30.5	47.5	31.1	24.7888888888889	47.5	20.281075935128	0.764895058812215
253830_at	21.6	20	33.2	47.1	23.7	17.3	18.6	13.7	30.2	15.8	23.2	18.8	12.7	15.6	26.6	54.4	22.5	19	24.1111111111111	54.4	9.49365625286882	0.0099428749543129
253831_at	1	6.9	9.5	4.7	2.2	11.8	3.9	4.1	1.4	1.4	1.9	0.2	2.4	9.3	0.6	13.1	1.9	7.6	4.66111111111111	13.1	14.6219922382305	0.827341969861452
253832_at	8.2	11.1	8	3.8	7.7	15.1	7.8	2.1	2.6	4	3	5.3	11	9.4	2.9	5.3	19	2.2	7.13888888888889	19	8.17272806529048	0.387832372943675
253833_at	0.5	1	2.2	1.2	1	4.9	5.2	4.8	0.9	1.8	3	1.2	2.5	8.8	1.2	8.4	0.8	7.4	3.15555555555556	8.8	24.1952430031065	0.602041776598075
253834_at	758.9	510.5	997.1	864.8	836.8	887.2	592.3	781.5	716.6	817.1	475.5	800.9	600.9	448.1	761.1	801.6	844.8	733.2	734.938888888889	997.1	16.1275191177925	0.0599142200785466
253835_at	42	186.9	240.5	165.8	109	85.6	47.8	110.5	213.6	243.7	180.6	83.3	43.4	221.5	159.4	183.7	153	97.3	142.644444444444	243.7	9.3237488926597	7.79805190173208e-07
253836_at	62.6	72.9	71	76.6	69.3	64.3	65.8	69	73	64	72.2	64.9	59.6	78.9	73.1	70	69.5	67.5	69.1222222222222	78.9	12.2615789096165	0.0266594550916188
253837_at	10.2	9.3	8.9	7.6	5.4	14	5.8	7.8	6.8	9.9	10.8	8.8	14	29.8	11.6	23	13.1	10.5	11.5166666666667	29.8	5.1000858276073	0.711234338272275
253838_at	150.7	93.5	77.5	84.3	101.7	142.9	143.2	101.8	70.4	82.9	67.9	104.3	154.1	67.9	83.3	81	96.5	127.1	101.722222222222	154.1	23.3185736404704	0.0133525726675593
253839_at	15.7	19.5	18.3	15.8	15.2	26.2	20.3	23.7	11.2	12.1	17.1	7.3	34.2	30.8	23.5	30.4	39.6	46.3	22.6222222222222	46.3	21.7831054024299	0.664081500703147
253840_at	44.9	42.7	44.4	29.4	42.6	45.9	37.8	30.9	28.8	28.3	42.1	31.7	65.5	46.3	33.1	44.5	42.3	41.1	40.1277777777778	65.5	5.0230955328244	0.226766440302111
253841_at	68.5	206.3	152.8	133	118.1	92.1	76.4	105.1	111.3	147.1	175.5	74.3	62	174	107.8	106.2	92.4	87.7	116.144444444444	206.3	15.8495113075848	0.100957087860904
253842_at	15.1	21.6	34.1	28.7	9.9	4.7	1.9	9.4	7.1	2.1	2.9	3.3	3.2	5.5	5	3.1	2.2	2.3	9.00555555555556	34.1	5.49973454206191e-05	0.495602003604859
253843_at	38.4	44.5	39.5	41	44.8	51.1	50.3	52.1	44.1	44.7	43	41.4	53.2	48.7	45	30.6	52.6	32.1	44.2833333333333	53.2	24.2931552754011	0.364170693633287
253844_at	2.8	7.4	2.3	3.6	7.4	5.4	5.3	2.5	2.9	0.4	2.3	2.9	2.3	1.7	3.4	17.6	3.4	9.4	4.61111111111111	17.6	13.9816180795979	0.383925893698245
253845_at	13.6	12.9	13.8	7.8	13.4	6.4	9.7	10.5	6.2	6.3	9.6	2.4	20	23.2	13.1	25.3	19.2	19.9	12.9611111111111	25.3	17.9999460159307	0.85757040105569
253846_at	9.1	11.5	11.6	2.5	10.4	8.2	9.5	10.4	8.2	2.6	7.6	6.7	3.3	10.5	17.5	7.4	4.8	2.8	8.03333333333333	17.5	7.59756951912643e-05	0.144993358589605
253847_at	7.5	12.7	12.4	2.5	6.8	1.5	7	13.7	8.6	8.4	8	8.4	7.9	14.4	6.2	7.1	3.7	2.1	7.71666666666667	14.4	19.1572056211839	0.00987438779228567
253848_at	30.1	22.1	25.5	28.7	32.8	39.8	29.8	32.5	22.8	26	27.7	27.9	39.7	33.7	50.9	33.1	27.2	50.4	32.2611111111111	50.9	22.2446597588601	0.218031652945809
253849_at	729	836.5	492.8	689	591.3	654.1	754	931.4	884.7	659.3	1013.2	1087.9	478.7	589.9	351.5	401.4	523.2	610.6	682.138888888889	1087.9	13.9269422893592	0.6064704695917
253850_at	7	18.9	8.3	3.4	22.1	19.8	8.5	6.1	9.1	15.8	9.4	2.9	2.7	9.2	13.2	6.5	13.8	6.1	10.1555555555556	22.1	17.9255989997914	0.72941309234316
253851_at	17.4	25.3	9.6	15.7	2.7	10.7	15.4	7.5	13.7	10.5	11	5.8	17.9	36.9	17	4.2	11.2	9.6	13.45	36.9	2.9158733383536	0.00018008845587106
253852_at	5.7	2.1	13.1	2.2	9.6	8.1	11.5	7.3	8.1	2.1	0.9	6.6	4.5	3.3	11	12.3	2.5	12	6.82777777777778	13.1	20.9627126764196	0.883147915144662
253853_at	0.3	0.4	0.4	1	0.6	0.3	0.6	0.5	0.3	1.2	0.2	0.3	0.6	1.4	1.5	0.7	4.4	0.6	0.85	4.4	18.3042673792905	0.251588234082674
253854_at	92.6	42	70.1	80.3	176	106	47.4	123.7	100	60.9	43.5	95.9	63.2	48.9	63	88.4	99.9	70.5	81.7944444444445	176	21.7633720238768	0.540414345284895
253855_at	192.5	163.1	200.3	199.8	211.8	190.6	188.4	211.9	177.3	187.3	177.7	190.5	136.9	123	173.2	151.8	154.8	146.7	176.533333333333	211.9	18.0788936324381	0.829615870820772
253856_at	125.5	116.6	105.7	129.3	132.1	123	119.9	118.8	121.3	83.8	117	113	114.7	134	94.7	152.6	119.8	95.1	117.605555555556	152.6	15.0150404548124	0.922942274586914
253857_at	273.7	279.2	349.4	345.3	348.2	295.6	257.2	273.5	269.5	259.6	245.2	276.3	250.4	222.8	265.5	239.7	235.1	205	271.733333333333	349.4	12.2944615976545	0.80268851800246
253858_at	539.5	513.7	634.7	647.6	617.9	583	680.6	642.7	578.8	653.4	598.8	675.2	708	597.6	750.8	683.7	781.7	721.1	644.933333333333	781.7	18.3646876572681	0.554844842843319
253859_at	32.7	12.7	1.9	22.7	17.9	25.2	39.1	20	22.5	5.5	1	28.8	20.8	1.9	1.1	14.4	8.7	15	16.2166666666667	39.1	23.6092523527254	0.0885441306139532
253860_at	735	1190.8	1053.1	728.8	522.4	728.7	770.7	551.2	754.4	1097.5	1376.7	737.6	854.8	1154.8	863.2	782.2	488.6	716.2	839.261111111111	1376.7	20.2513127418771	0.101427112425836
253861_at	127.5	121.3	115.2	128.1	113.9	108.4	171.2	83	118.5	93.2	105.4	103	148.6	133	130.2	137	145.6	106.3	121.633333333333	171.2	11.9548428392872	0.751871364737864
253862_at	1.9	2.6	2.6	1.7	2	2.1	2.1	1.2	1.3	1.9	1.9	1	2.5	3.1	2.6	3.7	2.7	4.2	2.28333333333333	4.2	17.9999460159307	0.911710308028007
253863_at	1.5	1.7	3.6	1.1	1.5	1.6	1.3	2.3	0.8	1.7	1.6	0.3	13.2	5	11.5	1.9	11.5	6.9	3.83333333333333	13.2	16.1604507033687	0.301007110440398
253864_at	3.2	2	2.2	0.6	1.6	6.2	6.6	1.5	1.4	1.6	1	1.6	12.8	7.9	15.3	2.1	8.1	12.7	4.91111111111111	15.3	17.7021247602866	0.173011446131842
253865_at	32.6	50.2	53.6	34.1	57.2	52	35.3	49.5	45	58.2	41.9	57.5	37	37.3	44.7	30.5	41.7	36.2	44.1388888888889	58.2	13.7994182071051	0.767023170964556
253866_at	20.3	32.3	31.4	28.5	29.6	29.8	12.5	19.9	16.8	22.8	24.9	15.6	20.9	36.2	47.1	27.9	39.7	48	28.0111111111111	48	17.9999460159307	0.658599528543719
253867_at	22.6	44.4	54.2	58.6	41.9	33.6	37.7	29.9	45.3	54.9	50.1	39.7	38.7	44.6	40.8	31	31.8	30.6	40.5777777777778	58.6	17.219513282074	0.0519525032240524
253868_at	455.6	371.1	410.5	440	406.6	406.2	282.5	580.2	505	458.2	378.6	474.9	339	409	394.3	354.6	440.5	408.4	417.511111111111	580.2	7.4029900808279	0.781932372675555
253869_at	8.5	14.3	13.5	11	11	11.4	8.1	14.8	13	11.3	14.4	11.7	17.5	21	23.3	25.2	12.2	12.6	14.1555555555556	25.2	7.1873690508117	0.543658477346453
253870_at	0.9	1.2	0.9	0.6	0.9	1	0.7	0.8	1	1.6	1	0.6	4	11	3.4	1.5	1.8	3.6	2.02777777777778	11	7.7878396730899	0.404664938783909
253871_at	771.9	1195.1	3360.8	1376.3	1085.1	1630.1	616.7	1493.1	1697.7	3611.4	1256.6	2316.1	572.9	1583.6	3467.3	1283.2	1099.5	2041.1	1692.13888888889	3611.4	11.470880601742	0.568958363582192
253872_at	71.3	109.1	77.9	50	38.3	42.7	45.8	23.5	50.1	59.9	60.6	45.2	47.6	82.4	68.6	54.2	38.5	48.7	56.3555555555556	109.1	1.0323546650089	0.00207645103453407
253873_at	37.6	37.9	54.9	41.3	26.4	28.6	35.7	36.9	44.4	49	44.4	34	31.3	47.1	39.9	21.7	23.9	13.4	36.0222222222222	54.9	11.2232646941797	0.0339178634117995
253874_at	205.1	95.7	74	49.5	105.1	143.4	189.9	59.3	26.6	40.3	72.5	79.1	281.9	90.2	67.5	46	82.5	122.7	101.738888888889	281.9	5.49973454206191e-05	0.00359988676467411
253875_at	432.1	792.6	671.2	737.6	478.9	436.3	586.6	546.8	991.8	693.4	780.3	639.2	323.6	535.9	537.9	592.2	323.6	379	582.166666666667	991.8	8.7911329562967	0.0808717024914623
253876_at	99.4	157.1	138.3	103.5	96.6	108.2	95.1	140.2	118.3	180.8	175.6	125.2	113.4	240.4	176.3	128.8	134.2	138	137.188888888889	240.4	3.702180997315	0.393840708155725
253877_at	40.8	43.7	38.2	33.9	31.5	35.7	43.6	28.3	26.7	28.5	35.1	32.3	60.1	48.1	36.3	38.2	59.5	35	38.6388888888889	60.1	11.3660014444411	0.154586410528186
253878_at	2.3	11.7	11	11.8	12.4	12.1	16.9	12.3	4.7	4.1	10.2	10.3	15.2	26.3	27.6	3.3	12	14.1	12.1277777777778	27.6	17.2651290164	0.271198436457099
253879_s_at	94.8	199.2	427	442.9	263.9	150.9	50	137	383.2	279.3	166.2	151	52.5	177.6	277.8	382.5	154	123.8	217.422222222222	442.9	13.5596194652262	0.00364560787337238
253880_at	14.7	15.7	15.1	15.5	15.5	11.3	14.1	16.9	3.8	11.9	8.3	6.6	3.2	18	11.1	17.9	19.6	5.1	12.4611111111111	19.6	6.97799791214725	0.545605910951448
253881_at	57.8	59.6	43.8	31.4	36.1	45	70	70.2	51.9	53.2	55.1	59.5	72.7	71	56.7	72.6	68.8	60.8	57.5666666666667	72.7	12.8959325490274	0.121802332246656
253882_at	115.6	82.7	85.4	84.4	110.2	116.1	102.7	120.1	84	96.9	113.4	117	91	118.4	111.9	80.9	97.3	104	101.777777777778	120.1	24.4994642270563	0.199844614380111
253883_at	9.6	15.9	14.7	11.3	20.8	7.5	18.2	12.6	12.9	15.6	10.6	10.9	28.9	29.4	25	21.5	23.5	20.4	17.1833333333333	29.4	12.3405931295031	0.853277033045247
253884_at	0.7	1.4	1.6	2.4	1.4	1.4	1.3	1.1	0.7	0.7	1	1.1	1.2	2.2	1.5	2.4	1.1	0.9	1.33888888888889	2.4	14.140909834147	0.386174026242128
253885_at	98.9	86	102	91.9	113.2	88.8	86.5	96.1	93.3	83.9	84.3	91	102.6	71.9	98.5	68	84	111.9	91.8222222222222	113.2	11.5745776945101	0.734351993102529
253886_at	99.5	188	120.8	75.6	66.8	103.5	160.6	63.8	86.7	137.5	171.9	93	121.8	231.7	107.5	88.5	96.9	126.5	118.922222222222	231.7	22.1247463795771	0.331140203160302
253887_at	25.6	10.9	1.1	1.2	16.4	16.5	29.9	22.4	6.3	1	1.9	27.3	11.8	1.6	3	1.7	2.4	17.8	11.0444444444444	29.9	23.9210854109062	0.00877352739598451
253888_at	171.5	103.9	122.2	122.7	151.9	169.3	165.3	147.2	111.1	127.5	117.7	153	166.5	111.4	138.8	93.6	156.7	146.6	137.605555555556	171.5	23.3908936447918	0.0125234445560042
253889_at	56.3	57.6	68.5	71.3	58.3	66.4	61.6	64.1	74	66.2	59.7	74.7	45.3	62	42.1	73.7	39.2	52.4	60.7444444444444	74.7	8.8205153227518	0.28334804215378
253890_s_at	51.8	84.4	80.8	94.2	99.4	58.7	75.5	90.8	101.1	87	95.8	67.1	51.8	74.4	87.7	87.8	74.6	59.4	79.0166666666667	101.1	8.2312926408361	0.00851503937703797
253891_at	285.7	329.6	291.7	279.7	310.8	284.9	286.8	295	313.3	341.8	298.2	226	221.7	304.2	236.5	264.6	220.4	231.6	279.027777777778	341.8	7.0709863205588	0.277991820350187
253892_at	29.1	28.2	61.9	49.6	48.1	37.7	22.8	48.6	68.4	63.2	37.7	41.4	16.6	32.6	55.2	57.8	38.8	34.6	42.9055555555556	68.4	8.1517268024128	0.0032561896559929
253893_at	72.5	93.8	127.9	107.8	82.1	74.3	66.8	69.2	101.7	108	95.1	84.9	49.7	78.7	64.3	66.9	53.9	48.8	80.3555555555556	127.9	13.8184858439142	0.0778879468192246
253894_at	0	0.1	0	0.1	0.1	0.2	0.1	0.5	0.1	0.1	0.2	1.8	0.1	1.8	2	2.5	1.5	1.8	0.722222222222222	2.5	20.9930434347496	1
