ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44
AT3G43230	174.66	180.02	192.91	136.92	91.09	193.51	172.34	199.52	182.63	161.68	203.5	165.12
AT3G43190	5.24	7.52	7.03	4.87	4.81	4.5	4.46	4.64	6.13	5.34	5.83	4.09
AT3G43190	5.24	7.52	7.03	4.87	4.81	4.5	4.46	4.64	6.13	5.34	5.83	4.09
AT3G43420	5.23	6.2	5.66	5.99	6.92	5.82	5.3	6.14	4.8	4.64	7.64	4.93
AT3G43430	14.06	12.07	26	9.1	13.61	10.91	27.45	9.62	12.29	13.67	29.31	13.63
AT3G43500	4.07	3.99	3.12	3.24	3.29	3.51	3.47	3.36	3.69	3.48	3.42	3.08
AT3G42630	54.58	72.58	95.4	79.01	68.74	68.51	49.28	78.06	56.48	73.97	107.98	68.78
AT3G42770	6.37	5.99	5.49	5.82	5.75	5.95	5.14	7.15	4.45	5.07	5.92	4.71
AT3G42780	3.7	4.65	3.65	4.34	3.67	3.67	4.2	4.22	4.72	3.85	4.77	3.93
AT3G42725	5.81	5.09	5.59	5.53	6.44	5.88	5.61	3.83	6.1	5.67	5.75	7.94
AT3G42790	607.93	542.61	592.27	482.7	753.29	670.73	722.2	604.86	611.49	561.12	910.18	680.22
AT3G42800	11.29	51.15	149.5	31.95	15.48	12.12	9.59	103.22	84.91	49.17	14.03	11.61
AT3G42830	4.15	4.19	4.67	7.09	4.8	4.13	4.04	3.67	5.11	4.37	4.52	4.46
AT3G42850	6.57	6.23	6.13	6.17	6.57	6.27	6.58	6.09	7.77	7.58	7.05	6.04
AT3G42850	6.57	6.23	6.13	6.17	6.57	6.27	6.58	6.09	7.77	7.58	7.05	6.04
AT3G42860	5.15	5.54	6.49	6.16	5.09	5.52	5.23	5	6.26	8.57	6.01	5.61
AT3G42880	3.64	4.62	3.83	3.59	4.37	3.08	3.36	3.64	4.36	3.73	3.96	3.24
AT3G42940	3.99	3.81	3.91	3.53	3.62	3.94	3.78	4.21	4.19	3.58	3.76	3.75
AT3G42990	4.96	4.62	4.26	3.78	4.76	4.71	4.02	4.36	4.41	4.17	4.54	3.97
AT3G42960	2.88	2.86	3.1	3.45	3.25	3.45	3.14	3.49	3.39	2.95	3.44	3.4
AT3G42950	16.3	22.17	25.06	27.98	17.12	18.43	26.46	24.54	22.16	27.36	23.29	21.42
AT3G42660	13.91	18.14	23.18	22.89	14.85	19.74	13.8	16.07	32.43	34.13	19.06	24.6
AT3G42670	5.32	7.94	7.2	7.59	9.23	5.91	5.61	4.91	8.16	11.4	7	6.01
AT3G42670	5.32	7.94	7.2	7.59	9.23	5.91	5.61	4.91	8.16	11.4	7	6.01
AT3G42670	5.32	7.94	7.2	7.59	9.23	5.91	5.61	4.91	8.16	11.4	7	6.01
AT3G42670	5.32	7.94	7.2	7.59	9.23	5.91	5.61	4.91	8.16	11.4	7	6.01
AT3G42310	5.31	4.12	4.64	4.16	5.17	4.06	3.53	4.66	5.02	4.52	5.24	3.45
AT3G42390	4.79	4.51	4.73	4.73	6.75	5.09	4.81	4.94	6.12	4.24	5.98	3.86
AT3G42550	3	3.41	2.83	2.96	2.35	3.1	2.74	2.84	3.24	2.87	3.12	3.09
AT3G42640	8.95	10.6	10.28	8.38	9.69	9.8	14.95	10.99	12.49	8.82	10.63	17.54
AT4G39860	31.08	81.41	26.9	39.63	41.55	36.33	38.04	40.96	76.16	37.06	33.17	48.52
AT4G39860	31.08	81.41	26.9	39.63	41.55	36.33	38.04	40.96	76.16	37.06	33.17	48.52
AT4G39860	31.08	81.41	26.9	39.63	41.55	36.33	38.04	40.96	76.16	37.06	33.17	48.52
AT4G39860	31.08	81.41	26.9	39.63	41.55	36.33	38.04	40.96	76.16	37.06	33.17	48.52
AT4G39955	13.63	18.14	16.5	14.44	16.15	24.61	18.51	16.56	11.4	12.66	11.37	16.25
AT4G40045	269.84	358.2	312.08	257.67	242.34	294.72	208.43	295.17	267.49	297.79	223.96	243.4
AT4G40030	4525.06	3875.68	3863.45	3656.98	4719.32	4528	4755.39	3786.38	3712.67	4347.29	4644.74	3908.9
AT4G40030	4525.06	3875.68	3863.45	3656.98	4719.32	4528	4755.39	3786.38	3712.67	4347.29	4644.74	3908.9
AT4G40030	4525.06	3875.68	3863.45	3656.98	4719.32	4528	4755.39	3786.38	3712.67	4347.29	4644.74	3908.9
AT4G40030	4525.06	3875.68	3863.45	3656.98	4719.32	4528	4755.39	3786.38	3712.67	4347.29	4644.74	3908.9
AT4G39890	10.28	8.41	8.94	6.81	12.57	11.38	9.17	8.41	6.49	8.17	11.75	13.39
AT4G40050	41.49	44.98	42.28	36.24	51.87	40.95	45.39	66.44	43.37	48.48	74.93	61.52
AT4G40050	41.49	44.98	42.28	36.24	51.87	40.95	45.39	66.44	43.37	48.48	74.93	61.52
AT4G39950	351.46	384.53	186.39	292	370.18	335.92	324.29	261.23	249.02	307.92	48.74	297.85
AT4G39950	351.46	384.53	186.39	292	370.18	335.92	324.29	261.23	249.02	307.92	48.74	297.85
AT4G39960	325.77	127.19	114.31	307.7	157.57	317.42	326.55	168.65	130.32	262.17	208.42	375.72
AT4G39960	325.77	127.19	114.31	307.7	157.57	317.42	326.55	168.65	130.32	262.17	208.42	375.72
AT4G40060	134.44	211.54	170.94	207.8	159.3	108.64	124.82	241.07	144.41	180.29	208.55	109.8
AT4G39850	151.14	223.98	238.46	190.62	137.8	114.6	147.28	263.64	197.48	246.22	181.65	134.33
AT4G39850	151.14	223.98	238.46	190.62	137.8	114.6	147.28	263.64	197.48	246.22	181.65	134.33
AT4G39850	151.14	223.98	238.46	190.62	137.8	114.6	147.28	263.64	197.48	246.22	181.65	134.33
AT4G39850	151.14	223.98	238.46	190.62	137.8	114.6	147.28	263.64	197.48	246.22	181.65	134.33
AT4G39980	87.06	340.48	386.48	732.98	382.94	239.67	103.51	321.84	513.35	620.31	292.84	209.84
AT4G39910	454.77	293.28	346.32	237.2	466.85	307.17	428.69	330.29	275.72	314.51	408.26	340.82
AT4G40090	22.9	21.01	54.55	22.79	16.21	21.07	20.83	20.98	22.01	11.96	8.33	17.74
AT4G40070	6.55	6.43	8.86	5.37	6.53	4.79	6.3	6.97	8.51	6.51	6.34	7.73
AT3G42060	3.66	3.57	3.97	3.85	4.01	4	3.44	3.31	3.69	3.27	3.62	3.25
AT3G42130	14.98	18.34	19.33	16.09	17.27	15.28	11.46	17.14	22.79	17	21.88	13.34
AT3G42140	5.09	5.67	5.67	4.74	7.29	5.38	4.55	5.72	6.9	5.24	5.74	4.52
AT3G42050	1763.45	1733.4	1573.72	1600.19	1800.3	1769.24	1814.26	1867.36	1971.61	1669.24	2018.08	1734.54
AT3G42160	3.72	3.91	3.59	4.35	4.21	4.38	3.98	3.17	3.63	3.42	3.7	3.3
AT3G42170	134.76	157.29	109.16	147.97	246.9	229.13	178.86	139.93	160.11	169.77	193.48	245.22
AT3G42170	134.76	157.29	109.16	147.97	246.9	229.13	178.86	139.93	160.11	169.77	193.48	245.22
AT4G40040	3314.64	3858.63	3789.15	3615.64	4739.26	3838.4	3646.97	3903.57	4606.97	4434.71	4847.04	3749.52
AT4G40040	3314.64	3858.63	3789.15	3615.64	4739.26	3838.4	3646.97	3903.57	4606.97	4434.71	4847.04	3749.52
AT4G40040	3314.64	3858.63	3789.15	3615.64	4739.26	3838.4	3646.97	3903.57	4606.97	4434.71	4847.04	3749.52
AT4G39880	321.36	274.38	267.11	289.68	352.32	471.03	409.39	251.09	216.83	421.7	315.9	459.82
AT4G40080	18.99	11.06	17.21	8.93	20.41	15.88	17.65	12.81	9.74	13.45	13.37	15.74
AT4G39900	205.45	233.15	224.59	228.75	253.2	167.76	164.07	248.19	234.96	269.09	256.09	159.71
AT4G39710	641.64	902.02	494.75	886.47	418.61	516.51	485.54	990.03	647.29	715.84	564.96	701.23
AT4G39710	641.64	902.02	494.75	886.47	418.61	516.51	485.54	990.03	647.29	715.84	564.96	701.23
AT4G39710	641.64	902.02	494.75	886.47	418.61	516.51	485.54	990.03	647.29	715.84	564.96	701.23
AT4G39370	16.58	15.48	13.98	17.43	12.17	14.73	15.55	20.55	19.26	19.51	14.5	18.81
AT4G39370	16.58	15.48	13.98	17.43	12.17	14.73	15.55	20.55	19.26	19.51	14.5	18.81
AT4G39370	16.58	15.48	13.98	17.43	12.17	14.73	15.55	20.55	19.26	19.51	14.5	18.81
AT4G39660	116.07	248.7	352.83	164.12	248.46	197.76	154.74	246.76	298.99	244.55	212.78	184.58
AT4G39660	116.07	248.7	352.83	164.12	248.46	197.76	154.74	246.76	298.99	244.55	212.78	184.58
AT4G39690	125.84	142.22	91.05	114.45	159.73	122.65	183.02	158.2	145.81	122.99	143.78	159.03
AT4G39756	5.16	4.22	5.46	5.71	5.97	6.03	4.19	4.76	4.32	4.55	5.6	4.16
AT4G39770	9.82	33.52	14.74	9.59	16.31	7.9	13.93	26.26	15.44	17.27	11.26	11.6
AT4G39770	9.82	33.52	14.74	9.59	16.31	7.9	13.93	26.26	15.44	17.27	11.26	11.6
AT4G39780	25.79	47.52	47.97	20.79	31.08	22	25.79	28.96	20.36	31.78	65.96	26.22
AT4G39790	4.51	6.08	4.64	5.36	5.66	5.67	6.4	6.23	4.79	5.33	4.51	6.25
AT4G39820	88.92	91.2	97.73	79.98	82.83	107.45	110.94	75.44	67.06	102.18	99.88	102.46
AT4G39820	88.92	91.2	97.73	79.98	82.83	107.45	110.94	75.44	67.06	102.18	99.88	102.46
AT4G39830	5.66	5.42	4.93	4.78	6.73	6.91	6.35	3.56	5.24	4.45	5.74	5.16
AT4G39830	5.66	5.42	4.93	4.78	6.73	6.91	6.35	3.56	5.24	4.45	5.74	5.16
AT4G39830	5.66	5.42	4.93	4.78	6.73	6.91	6.35	3.56	5.24	4.45	5.74	5.16
AT4G39830	5.66	5.42	4.93	4.78	6.73	6.91	6.35	3.56	5.24	4.45	5.74	5.16
AT4G39800	2312.12	1687.26	808.11	1441.12	1028.74	2046.27	2215.09	1938.84	929.83	1274.04	1367.39	2044.71
AT4G39740	24.39	10.62	10.56	16.61	16.78	23.01	34.14	11.96	14.03	15.19	19.62	47.27
AT4G39753	4.31	5.16	4.6	5.85	5.74	4.76	4.15	3.97	4.67	4.76	5.02	3.93
AT4G39840	99.42	131.87	116.11	162.17	122.8	115.12	86.82	140.07	100.44	179.12	156.77	111.61
AT4G39870	17.88	36.04	24.79	22.23	19.81	25.73	27	31.82	26.53	23.12	24.6	20.13
AT4G39870	17.88	36.04	24.79	22.23	19.81	25.73	27	31.82	26.53	23.12	24.6	20.13
AT4G39920	20.49	22.2	19.08	19.42	16.96	24.64	25.28	22.75	18.11	27.39	27.97	27.97
AT4G39930	5.16	4.92	5.01	4.52	5.41	5.3	4.74	5.79	5.49	6.28	5.98	5.58
AT4G39930	5.16	4.92	5.01	4.52	5.41	5.3	4.74	5.79	5.49	6.28	5.98	5.58
AT4G39940	189.22	501.32	125.95	323.44	80.6	137.31	148.84	299.34	208.94	334.39	61.88	145.42
AT4G40000	15.77	6.18	6.96	10.84	9.05	18.49	15.47	6.97	7.74	8.26	9.09	19.12
AT4G40000	15.77	6.18	6.96	10.84	9.05	18.49	15.47	6.97	7.74	8.26	9.09	19.12
AT4G40010	9.27	8.09	8.92	6.08	8.6	7.27	8.67	7.08	6.08	6.59	7.62	7.56
AT4G40020	5.96	5.06	4.81	5.11	4.86	5.27	4.17	5.27	4.57	4.4	4.42	4.48
AT4G39990	338.25	215.19	274	277.37	332.66	335.91	290.17	320	266.19	326.82	343.36	340.72
AT4G39970	324.1	341.09	418.25	395.39	398.17	326.69	309.2	423.81	454.94	416.42	312.62	407.44
AT4G39630	6.99	11.35	9.14	8.78	7.69	6.31	6.63	9.59	10.26	10.24	5.88	8.44
AT4G39630	6.99	11.35	9.14	8.78	7.69	6.31	6.63	9.59	10.26	10.24	5.88	8.44
AT4G39460	430.73	733.82	474.07	564.15	389.27	387.08	482.67	582.39	505.68	449.02	396.93	435.29
AT4G39460	430.73	733.82	474.07	564.15	389.27	387.08	482.67	582.39	505.68	449.02	396.93	435.29
AT4G39460	430.73	733.82	474.07	564.15	389.27	387.08	482.67	582.39	505.68	449.02	396.93	435.29
AT4G39390	35.94	41.8	90.36	42.87	77.26	39.71	42.98	58.12	40.41	49.51	83.53	54.75
AT4G39390	35.94	41.8	90.36	42.87	77.26	39.71	42.98	58.12	40.41	49.51	83.53	54.75
AT4G39390	35.94	41.8	90.36	42.87	77.26	39.71	42.98	58.12	40.41	49.51	83.53	54.75
AT4G39730	2219.43	1559.83	2244.76	2893.29	1289.81	2423.24	2339.78	1947.03	2502.79	2335.61	1701.45	1965.88
AT4G39610	4.2	3.95	4.13	4.3	4.19	4.62	3.98	4.11	4.03	3.47	4.43	3.67
AT4G39675	98.9	219.18	963.6	44.73	23.9	43.9	134.53	267.8	135.7	103.48	163.03	56.92
AT4G39520	418.95	340.91	308.33	365.23	471.53	418.21	545.28	356.77	423.86	430.44	513.11	449.94
AT4G39170	147.74	140.91	230.69	229.05	170.71	190.62	155.41	187.52	238.78	248.94	194.16	241.52
AT4G39170	147.74	140.91	230.69	229.05	170.71	190.62	155.41	187.52	238.78	248.94	194.16	241.52
AT4G39260	65.97	224.42	1147.54	712.88	380.74	369.65	112.09	89.07	1074.82	810.01	462.01	306.56
AT4G39260	65.97	224.42	1147.54	712.88	380.74	369.65	112.09	89.07	1074.82	810.01	462.01	306.56
AT4G39350	394.25	638.25	756.74	490.1	573.56	455.04	367.77	571.15	578.7	612.8	510.54	566.14
AT4G39240	119.69	213.35	164.13	187.38	178.14	187.09	186.05	188.26	149.37	152.76	172.69	158.91
AT4G39210	10.63	39.66	17.9	30.79	19.97	13.21	9.58	42.91	18.77	26.94	16.12	10.28
AT4G39210	10.63	39.66	17.9	30.79	19.97	13.21	9.58	42.91	18.77	26.94	16.12	10.28
AT4G39380	7.01	6	7.85	10.2	7.84	6.54	5.7	6.45	6.72	8.52	7.65	5.86
AT4G39380	7.01	6	7.85	10.2	7.84	6.54	5.7	6.45	6.72	8.52	7.65	5.86
AT4G39380	7.01	6	7.85	10.2	7.84	6.54	5.7	6.45	6.72	8.52	7.65	5.86
AT4G39380	7.01	6	7.85	10.2	7.84	6.54	5.7	6.45	6.72	8.52	7.65	5.86
AT4G39400	738.17	1315.39	980.82	981.06	793.08	682	895.58	1071.56	836.11	1059.7	1055.97	749.18
AT4G39410	6.93	6.96	6.24	6.7	6.91	5.59	5.74	6.19	7.84	6.66	6.66	5.07
AT4G39420	3.7	4.29	3.12	4.64	3.87	4.96	2.83	4.83	4.06	4.01	4.21	3.71
AT4G39420	3.7	4.29	3.12	4.64	3.87	4.96	2.83	4.83	4.06	4.01	4.21	3.71
AT4G39420	3.7	4.29	3.12	4.64	3.87	4.96	2.83	4.83	4.06	4.01	4.21	3.71
AT4G39420	3.4	3.59	3.75	3.82	3.51	3.99	4	4.23	3.95	4.4	4.08	3.72
AT4G39420	3.4	3.59	3.75	3.82	3.51	3.99	4	4.23	3.95	4.4	4.08	3.72
AT4G39420	3.4	3.59	3.75	3.82	3.51	3.99	4	4.23	3.95	4.4	4.08	3.72
AT4G39420	3.4	3.59	3.75	3.82	3.51	3.99	4	4.23	3.95	4.4	4.08	3.72
AT4G39420	3.34	3.57	3.63	3.59	3.82	3.29	3.55	2.72	3.79	3.93	4.32	4.63
AT4G39420	3.34	3.57	3.63	3.59	3.82	3.29	3.55	2.72	3.79	3.93	4.32	4.63
AT4G39420	3.34	3.57	3.63	3.59	3.82	3.29	3.55	2.72	3.79	3.93	4.32	4.63
AT4G39420	3.34	3.57	3.63	3.59	3.82	3.29	3.55	2.72	3.79	3.93	4.32	4.63
AT4G39420	78.67	89.83	139.76	190.85	75.81	121.54	147.81	95.9	117.99	171.46	79.87	145.23
AT4G39420	78.67	89.83	139.76	190.85	75.81	121.54	147.81	95.9	117.99	171.46	79.87	145.23
AT4G39420	78.67	89.83	139.76	190.85	75.81	121.54	147.81	95.9	117.99	171.46	79.87	145.23
AT4G39420	78.67	89.83	139.76	190.85	75.81	121.54	147.81	95.9	117.99	171.46	79.87	145.23
AT4G39480	6.26	8.18	5.77	4.98	5.07	6.24	6.3	9.55	6.82	6.76	5.42	4.74
AT4G39490	3.96	3.54	3.65	5.05	3.07	3.93	3.31	3.75	4.08	3.47	3.71	3.37
AT4G39500	5.54	6.35	5.3	5.87	7.42	7.1	5.57	4.72	6.45	5.4	4.56	5.01
AT4G39500	5.54	6.35	5.3	5.87	7.42	7.1	5.57	4.72	6.45	5.4	4.56	5.01
AT4G39530	10.63	6.78	6.51	9.35	11.12	8.56	8.19	5.75	6.67	12.4	8.2	10.2
AT4G39540	297.23	301.26	261.19	234.24	230.79	280.13	261.77	359.62	199.98	278.53	236.26	390.13
AT4G39540	297.23	301.26	261.19	234.24	230.79	280.13	261.77	359.62	199.98	278.53	236.26	390.13
AT4G39540	297.23	301.26	261.19	234.24	230.79	280.13	261.77	359.62	199.98	278.53	236.26	390.13
AT4G39550	9.95	7.3	6.67	7.73	10.37	9.87	9.21	6.53	8	7.56	6.9	8.81
AT4G39560	11.52	10.93	10.38	6.92	11.95	9.52	17.61	13.11	11.18	11.32	18.83	11.61
AT4G39560	11.52	10.93	10.38	6.92	11.95	9.52	17.61	13.11	11.18	11.32	18.83	11.61
AT4G39570	23.44	23.47	25.05	28.39	25.28	23.82	16.01	28	28.57	30.22	22.49	21.32
AT4G39620	78.7	86.49	58.05	101.97	82.13	83.38	75.6	76.81	86.77	89.99	81.01	143.15
AT4G39620	78.7	86.49	58.05	101.97	82.13	83.38	75.6	76.81	86.77	89.99	81.01	143.15
AT4G39720	5.39	5.3	5.37	5.09	5	5.68	5.62	4.79	4.45	4.48	5.4	4.59
AT4G39720	5.39	5.3	5.37	5.09	5	5.68	5.62	4.79	4.45	4.48	5.4	4.59
AT4G39720	5.39	5.3	5.37	5.09	5	5.68	5.62	4.79	4.45	4.48	5.4	4.59
AT4G39720	5.39	5.3	5.37	5.09	5	5.68	5.62	4.79	4.45	4.48	5.4	4.59
AT4G39640	285.99	320.03	376.46	292.67	235.75	359.53	295.98	396.91	345.17	281.67	391.7	243.19
AT4G39640	285.99	320.03	376.46	292.67	235.75	359.53	295.98	396.91	345.17	281.67	391.7	243.19
AT4G39650	4.2	4.14	4.94	4.45	5.87	4.54	4.22	4.84	4.01	4.35	4.33	3.86
AT4G39670	13.44	3.85	4.26	3.25	6.1	13.85	14.98	3.43	4.43	3.57	4.72	8.03
AT4G39680	154.78	164.52	135.69	145.84	120.54	167.39	145.97	161.92	155.18	211.04	92.14	211.28
AT4G39680	154.78	164.52	135.69	145.84	120.54	167.39	145.97	161.92	155.18	211.04	92.14	211.28
AT4G39590	5.68	5.5	4.67	4.83	5.15	5.13	4.92	5.33	4.49	4.76	4.67	4.9
AT4G39510	153.25	201.72	71.32	77.43	69.7	105.33	126.8	193.62	90.36	87.34	38.02	95.93
AT4G39200	2279.48	3586.32	2592.08	2666.6	4511.19	3737.05	3219.84	2863.79	3721.24	4082.55	2961.97	4073.21
AT4G39200	2279.48	3586.32	2592.08	2666.6	4511.19	3737.05	3219.84	2863.79	3721.24	4082.55	2961.97	4073.21
AT4G39220	270.31	232.25	203.91	206.82	323.9	237.98	289.88	272.61	255.39	240.08	421.82	291.37
AT4G39220	270.31	232.25	203.91	206.82	323.9	237.98	289.88	272.61	255.39	240.08	421.82	291.37
AT4G39130	2.77	3.44	2.88	2.9	3.62	2.85	3.2	3.4	3.53	2.78	3.86	3.4
AT4G38810	356.52	228.98	156.34	88.67	132.12	240.61	293.23	272.15	165.71	150.4	212.13	252.8
AT4G38810	356.52	228.98	156.34	88.67	132.12	240.61	293.23	272.15	165.71	150.4	212.13	252.8
AT4G38950	31.85	28.01	13.61	15.13	13.27	17.33	21.56	22.95	12.75	14.54	8.04	21.07
AT4G38950	31.85	28.01	13.61	15.13	13.27	17.33	21.56	22.95	12.75	14.54	8.04	21.07
AT4G38950	31.85	28.01	13.61	15.13	13.27	17.33	21.56	22.95	12.75	14.54	8.04	21.07
AT4G38950	31.85	28.01	13.61	15.13	13.27	17.33	21.56	22.95	12.75	14.54	8.04	21.07
AT4G38950	31.85	28.01	13.61	15.13	13.27	17.33	21.56	22.95	12.75	14.54	8.04	21.07
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38960	370.21	43.24	9.81	8.8	7.71	107.27	324.37	46.93	9.87	7.72	9.65	58.21
AT4G38980	26.85	22	17.64	15.68	15.63	24.37	26.42	21.21	13.05	16.43	25.68	25.26
AT4G38990	3.85	3.47	4.09	4.29	4.88	3.49	3.27	3.23	4.24	3.35	4.08	3.29
AT4G38990	3.85	3.47	4.09	4.29	4.88	3.49	3.27	3.23	4.24	3.35	4.08	3.29
AT4G39000	3	3.35	3.09	3.41	3.83	3.53	3.12	3.34	3.15	2.96	3.24	3.08
AT4G39030	11.55	9.13	8.26	11.19	16.28	18.05	11.79	9.41	7.48	13.11	8.04	16.78
AT4G39040	550.01	750.3	436.84	655.09	834.38	601.86	536.63	618.12	649.69	508.81	702.75	620.15
AT4G39040	550.01	750.3	436.84	655.09	834.38	601.86	536.63	618.12	649.69	508.81	702.75	620.15
AT4G39050	158.31	128.42	118.32	150.18	146.02	143.64	100.61	166.09	122.66	146.29	141.78	125.7
AT4G39070	10.79	4.55	7.81	10.29	36.61	23.32	9.12	4.36	3.69	12.14	46.02	15.51
AT4G39100	363.79	418.7	375.88	251.76	394.84	349.84	442.06	439.91	220.87	396.79	578.29	386.67
AT4G39100	363.79	418.7	375.88	251.76	394.84	349.84	442.06	439.91	220.87	396.79	578.29	386.67
AT4G38920	2326.7	2163.86	2328.13	2505.71	2512	2457.6	2040.23	2238.41	2398.03	2449.49	2421.44	2344.7
AT4G38920	2326.7	2163.86	2328.13	2505.71	2512	2457.6	2040.23	2238.41	2398.03	2449.49	2421.44	2344.7
AT4G39090	575.89	1271.15	4304.83	2884.38	3200.98	1206.79	885.62	1597.35	4375.34	3157.57	3279.31	1521.3
AT4G38940	40.36	42.15	40.18	39.09	41.31	40.79	41.58	43.78	40.6	48.67	49.46	30.35
AT4G38970	6039.74	7061.84	5506	5630.48	5552.86	5951.91	5882.09	7404.45	6106.46	5051.57	5544.04	5318.09
AT4G38970	6039.74	7061.84	5506	5630.48	5552.86	5951.91	5882.09	7404.45	6106.46	5051.57	5544.04	5318.09
AT4G39010	6.44	4.71	4.19	5.55	5.83	6.03	6.11	5.66	5.33	5.02	4.78	5.28
AT4G39010	6.44	4.71	4.19	5.55	5.83	6.03	6.11	5.66	5.33	5.02	4.78	5.28
AT4G38930	82.45	99.47	57.21	70.49	48.38	76.35	68.37	105.3	76.84	56.09	49.54	73.99
AT4G38930	82.45	99.47	57.21	70.49	48.38	76.35	68.37	105.3	76.84	56.09	49.54	73.99
AT4G38930	82.45	99.47	57.21	70.49	48.38	76.35	68.37	105.3	76.84	56.09	49.54	73.99
AT4G38930	82.45	99.47	57.21	70.49	48.38	76.35	68.37	105.3	76.84	56.09	49.54	73.99
AT4G39080	906.43	697.03	920.96	862.1	1124.71	959.28	980.35	610.37	765.34	848.94	983.49	852.9
AT4G39110	4.5	3.66	3.64	3.54	3.54	4.04	3.42	4.33	4.05	3.36	4.02	3.48
AT4G39120	58.46	94.27	60.56	97.02	91.55	76.34	78.01	73.02	106.26	93.49	81.99	77.64
AT4G39120	58.46	94.27	60.56	97.02	91.55	76.34	78.01	73.02	106.26	93.49	81.99	77.64
AT4G39150	308.07	297.95	226.88	204.65	245.7	365.66	277.21	256.49	237.97	322.79	311.51	346.5
AT4G39150	308.07	297.95	226.88	204.65	245.7	365.66	277.21	256.49	237.97	322.79	311.51	346.5
AT4G39150	308.07	297.95	226.88	204.65	245.7	365.66	277.21	256.49	237.97	322.79	311.51	346.5
AT4G39160	11.75	13.65	15.84	15.72	13.86	22.47	15.33	15.29	15.47	15.1	18.6	16.31
AT4G39160	11.75	13.65	15.84	15.72	13.86	22.47	15.33	15.29	15.47	15.1	18.6	16.31
AT4G39160	11.75	13.65	15.84	15.72	13.86	22.47	15.33	15.29	15.47	15.1	18.6	16.31
AT4G39180	3.2	3.11	4.24	3.8	3.78	2.92	3.49	3.6	4.85	4.83	4.18	3.72
AT4G39180	3.2	3.11	4.24	3.8	3.78	2.92	3.49	3.6	4.85	4.83	4.18	3.72
AT4G39180	3.2	3.11	4.24	3.8	3.78	2.92	3.49	3.6	4.85	4.83	4.18	3.72
AT4G39190	5.83	7.52	10.11	9.98	14.99	7.48	6.39	7.01	7.72	8.71	11.03	7.06
AT4G39230	7.26	8.05	6.75	7.3	20.91	10.59	10.3	7.55	8.34	10.04	12.35	15.28
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39270	27.86	18.38	70.88	27.67	32.62	29.77	19.8	21.48	34.64	26.09	33.74	27.23
AT4G39280	297.89	303.67	299.74	375.24	337.73	353.62	361.05	335.63	352.19	373.38	314.28	363.92
AT4G39280	297.89	303.67	299.74	375.24	337.73	353.62	361.05	335.63	352.19	373.38	314.28	363.92
AT4G39300	190.52	139.94	135.19	204.71	144.07	197.06	201.03	139.85	146.05	198.15	100.49	244.73
AT4G39300	190.52	139.94	135.19	204.71	144.07	197.06	201.03	139.85	146.05	198.15	100.49	244.73
AT4G39330	2917.92	2753.04	1937.87	2894.96	1402.28	3044.92	2062.96	2722.7	1770.01	2577.13	1519.33	1781.4
AT4G39330	2917.92	2753.04	1937.87	2894.96	1402.28	3044.92	2062.96	2722.7	1770.01	2577.13	1519.33	1781.4
AT4G39320	9.2	4.75	6.53	6.76	7.39	10.32	7.53	5.08	7.51	7.46	9.48	8.5
AT4G39140	110.3	48.89	49.03	60.29	138.69	92.7	83.71	40.99	53.08	85.74	143.07	77.73
AT4G39140	110.3	48.89	49.03	60.29	138.69	92.7	83.71	40.99	53.08	85.74	143.07	77.73
AT4G39140	110.3	48.89	49.03	60.29	138.69	92.7	83.71	40.99	53.08	85.74	143.07	77.73
AT4G39140	110.3	48.89	49.03	60.29	138.69	92.7	83.71	40.99	53.08	85.74	143.07	77.73
AT4G39140	110.3	48.89	49.03	60.29	138.69	92.7	83.71	40.99	53.08	85.74	143.07	77.73
